virus,host
African horse sickness virus,Delphinapterus leucas
African horse sickness virus,Dendrolagus goodfellowi
African horse sickness virus,Desmodillus auricularis
African horse sickness virus,Diceros bicornis
African horse sickness virus,Eidolon helvum
African horse sickness virus,Eira barbara
African horse sickness virus,Elephas maximus
African horse sickness virus,Enhydra lutris
African horse sickness virus,Epomops franqueti
African horse sickness virus,Equus asinus
African horse sickness virus,Equus caballus
African horse sickness virus,Equus grevyi
African horse sickness virus,Equus hemionus
African horse sickness virus,Equus kiang
African horse sickness virus,Equus przewalskii
African horse sickness virus,Equus quagga
African horse sickness virus,Equus quagga burchellii
African horse sickness virus,Equus zebra
African horse sickness virus,Erethizon dorsatum
African horse sickness virus,Erinaceus europaeus
African horse sickness virus,Eudorcas thomsonii
African horse sickness virus,Eulemur albifrons
African horse sickness virus,Eulemur macaco
African horse sickness virus,Felis catus
African horse sickness virus,Felis margarita
African horse sickness virus,Felis silvestris
African horse sickness virus,Gazella dorcas
African horse sickness virus,Gazella gazella
African horse sickness virus,Gazella subgutturosa
African horse sickness virus,Genetta genetta
African horse sickness virus,Genetta maculata
African horse sickness virus,Genetta tigrina
African horse sickness virus,Gerbilliscus brantsii
African horse sickness virus,Gerbilliscus leucogaster
African horse sickness virus,Giraffa camelopardalis
African horse sickness virus,Glauconycteris argentata
African horse sickness virus,Globicephala melas
African horse sickness virus,Gulo gulo
African horse sickness virus,Hemiechinus auritus
African horse sickness virus,Herpailurus yagouaroundi
African horse sickness virus,Hippopotamus amphibius
African horse sickness virus,Hipposideros abae
African horse sickness virus,Hipposideros caffer
African horse sickness virus,Hippotragus niger
African horse sickness virus,Homo sapiens
African horse sickness virus,Hyaena hyaena
African horse sickness virus,Hydrochoerus hydrochaeris
African horse sickness virus,Hydromys chrysogaster
African horse sickness virus,Hystrix africaeaustralis
African horse sickness virus,Ichneumia albicauda
African horse sickness virus,Isoodon obesulus
African horse sickness virus,Kobus ellipsiprymnus
African horse sickness virus,Kobus leche
African horse sickness virus,Lama glama
African horse sickness virus,Leontocebus fuscicollis
African horse sickness virus,Leopardus colocolo
African horse sickness virus,Leopardus geoffroyi
African horse sickness virus,Leopardus pardalis
African horse sickness virus,Leopardus tigrinus
African horse sickness virus,Leopardus wiedii
African horse sickness virus,Leptailurus serval
African horse sickness virus,Leptonychotes weddellii
African horse sickness virus,Lepus capensis
African horse sickness virus,Lepus europaeus
African horse sickness virus,Lepus saxatilis
African horse sickness virus,Litocranius walleri
African horse sickness virus,Lontra canadensis
African horse sickness virus,Loxodonta africana
African horse sickness virus,Lycalopex culpaeus
African horse sickness virus,Lycalopex gymnocercus
African horse sickness virus,Lycaon pictus
African horse sickness virus,Lynx canadensis
African horse sickness virus,Lynx lynx
African horse sickness virus,Lynx pardinus
African horse sickness virus,Lynx rufus
African horse sickness virus,Lyroderma lyra
African horse sickness virus,Macaca fuscata
African horse sickness virus,Macaca mulatta
African horse sickness virus,Macaca nemestrina
African horse sickness virus,Macaca sylvanus
African horse sickness virus,Macropus agilis
African horse sickness virus,Macropus dorsalis
African horse sickness virus,Macropus fuliginosus
African horse sickness virus,Macropus giganteus
African horse sickness virus,Macropus parryi
African horse sickness virus,Macropus robustus
African horse sickness virus,Macropus rufogriseus
African horse sickness virus,Macropus rufus
African horse sickness virus,Madoqua saltiana
African horse sickness virus,Marmota flaviventris
African horse sickness virus,Martes foina
African horse sickness virus,Martes martes
African horse sickness virus,Martes pennanti
African horse sickness virus,Mastomys coucha
African horse sickness virus,Mastomys erythroleucus
African horse sickness virus,Mastomys huberti
African horse sickness virus,Mastomys natalensis
African horse sickness virus,Meles meles
African horse sickness virus,Mellivora capensis
African horse sickness virus,Melogale moschata
African horse sickness virus,Mephitis mephitis
African horse sickness virus,Meriones crassus
African horse sickness virus,Meriones hurrianae
African horse sickness virus,Meriones libycus
African horse sickness virus,Micaelamys namaquensis
African horse sickness virus,Mico argentatus
African horse sickness virus,Mico leucippe
African horse sickness virus,Micromys minutus
African horse sickness virus,Micropteropus pusillus
African horse sickness virus,Microtus californicus
African horse sickness virus,Microtus oeconomus
African horse sickness virus,Microtus socialis
African horse sickness virus,Miniopterus schreibersii
African horse sickness virus,Mungos mungo
African horse sickness virus,Mustela erminea
African horse sickness virus,Mustela lutreola
African horse sickness virus,Mustela putorius
African horse sickness virus,Myodes rufocanus
African horse sickness virus,Myotis blythii
African horse sickness virus,Myrmecophaga tridactyla
African horse sickness virus,Nanger granti
African horse sickness virus,Nasua nasua
African horse sickness virus,Neofelis nebulosa
African horse sickness virus,Neotoma fuscipes
African horse sickness virus,Neovison vison
African horse sickness virus,Nyctalus noctula
African horse sickness virus,Nyctereutes procyonoides
African horse sickness virus,Nycteris gambiensis
African horse sickness virus,Nycteris nana
African horse sickness virus,Ochotona curzoniae
African horse sickness virus,Odobenus rosmarus
African horse sickness virus,Okapia johnstoni
African horse sickness virus,Oligoryzomys nigripes
African horse sickness virus,Onychogalea unguifera
African horse sickness virus,Oreotragus oreotragus
African horse sickness virus,Oryctolagus cuniculus
African horse sickness virus,Oryx beisa
African horse sickness virus,Oryx gazella
African horse sickness virus,Oryx leucoryx
African horse sickness virus,Otocolobus manul
African horse sickness virus,Otocyon megalotis
African horse sickness virus,Otomys irroratus
African horse sickness virus,Otospermophilus beecheyi
African horse sickness virus,Ourebia ourebi
African horse sickness virus,Ovis aries
African horse sickness virus,Ovis orientalis
African horse sickness virus,Pagophilus groenlandicus
African horse sickness virus,Paguma larvata
African horse sickness virus,Panthera leo
African horse sickness virus,Panthera pardus
African horse sickness virus,Panthera tigris
African horse sickness virus,Panthera uncia
African horse sickness virus,Paradoxurus hermaphroditus
African horse sickness virus,Pecari tajacu
African horse sickness virus,Pedetes capensis
African horse sickness virus,Perameles gunnii
African horse sickness virus,Perameles nasuta
African horse sickness virus,Peromyscus maniculatus
African horse sickness virus,Peromyscus truei
African horse sickness virus,Petaurus breviceps
African horse sickness virus,Phacochoerus aethiopicus
African horse sickness virus,Phascolarctos cinereus
African horse sickness virus,Philantomba maxwellii
African horse sickness virus,Philantomba monticola
African horse sickness virus,Phocoenoides dalli
African horse sickness virus,Pipistrellus ceylonicus
African horse sickness virus,Potorous tridactylus
African horse sickness virus,Potos flavus
African horse sickness virus,Prionailurus bengalensis
African horse sickness virus,Prionailurus planiceps
African horse sickness virus,Prionailurus viverrinus
African horse sickness virus,Procyon lotor
African horse sickness virus,Procyon pygmaeus
African horse sickness virus,Pseudocheirus peregrinus
African horse sickness virus,Pseudois nayaur
African horse sickness virus,Pseudomys novaehollandiae
African horse sickness virus,Pteropus hypomelanus
African horse sickness virus,Pteropus poliocephalus
African horse sickness virus,Pteropus scapulatus
African horse sickness virus,Puma concolor
African horse sickness virus,Pusa caspica
African horse sickness virus,Pusa hispida
African horse sickness virus,Pusa sibirica
African horse sickness virus,Rattus fuscipes
African horse sickness virus,Rattus lutreolus
African horse sickness virus,Rattus norvegicus
African horse sickness virus,Rattus rattus
African horse sickness virus,Rattus sordidus
African horse sickness virus,Redunca arundinum
African horse sickness virus,Redunca fulvorufula
African horse sickness virus,Rhabdomys pumilio
African horse sickness virus,Rhinoceros unicornis
African horse sickness virus,Rhombomys opimus
African horse sickness virus,Saguinus midas
African horse sickness virus,Saimiri sciureus
African horse sickness virus,Sapajus apella
African horse sickness virus,Sarcophilus harrisii
African horse sickness virus,Setonix brachyurus
African horse sickness virus,Sooretamys angouya
African horse sickness virus,Sorex araneus
African horse sickness virus,Speothos venaticus
African horse sickness virus,Spermophilus fulvus
African horse sickness virus,Spilogale gracilis
African horse sickness virus,Spilogale putorius
African horse sickness virus,Suricata suricatta
African horse sickness virus,Sylvicapra grimmia
African horse sickness virus,Sylvilagus nuttallii
African horse sickness virus,Syncerus caffer
African horse sickness virus,Tamandua tetradactyla
African horse sickness virus,Tamiasciurus hudsonicus
African horse sickness virus,Tapirus terrestris
African horse sickness virus,Tatera indica
African horse sickness virus,Thylogale billardierii
African horse sickness virus,Tragelaphus angasii
African horse sickness virus,Tragelaphus imberbis
African horse sickness virus,Tragelaphus oryx
African horse sickness virus,Tragelaphus scriptus
African horse sickness virus,Tragelaphus strepsiceros
African horse sickness virus,Trichosurus vulpecula
African horse sickness virus,Urocitellus columbianus
African horse sickness virus,Urocitellus richardsonii
African horse sickness virus,Urocyon cinereoargenteus
African horse sickness virus,Urocyon littoralis
African horse sickness virus,Ursus americanus
African horse sickness virus,Ursus arctos
African horse sickness virus,Ursus maritimus
African horse sickness virus,Urva javanica
African horse sickness virus,Varecia variegata
African horse sickness virus,Vicugna pacos
African horse sickness virus,Vombatus ursinus
African horse sickness virus,Vulpes lagopus
African horse sickness virus,Vulpes macrotis
African horse sickness virus,Vulpes velox
African horse sickness virus,Vulpes vulpes
African horse sickness virus,Vulpes zerda
African horse sickness virus,Wallabia bicolor
African horse sickness virus,Xerus inauris
African swine fever virus,Aepyceros melampus
African swine fever virus,Alcelaphus buselaphus
African swine fever virus,Alces alces
African swine fever virus,Antidorcas marsupialis
African swine fever virus,Aotus trivirgatus
African swine fever virus,Apodemus sylvaticus
African swine fever virus,Axis axis
African swine fever virus,Baiomys taylori
African swine fever virus,Bison bison
African swine fever virus,Bison bonasus
African swine fever virus,Bos frontalis
African swine fever virus,Bos grunniens
African swine fever virus,Bos mutus
African swine fever virus,Bos taurus
African swine fever virus,Bubalus bubalis
African swine fever virus,Canis lupus
African swine fever virus,Canis lupus familiaris
African swine fever virus,Cavia porcellus
African swine fever virus,Cervus elaphus
African swine fever virus,Connochaetes gnou
African swine fever virus,Connochaetes taurinus
African swine fever virus,Cynopterus sphinx
African swine fever virus,Damaliscus lunatus
African swine fever virus,Damaliscus pygargus
African swine fever virus,Dipodomys merriami
African swine fever virus,Equus caballus
African swine fever virus,Giraffa camelopardalis
African swine fever virus,Hippopotamus amphibius
African swine fever virus,Hipposideros armiger
African swine fever virus,Hipposideros pomona
African swine fever virus,Hippotragus equinus
African swine fever virus,Hippotragus niger
African swine fever virus,Hydromys chrysogaster
African swine fever virus,Hylochoerus meinertzhageni
African swine fever virus,Ictidomys tridecemlineatus
African swine fever virus,Kobus ellipsiprymnus
African swine fever virus,Kobus kob
African swine fever virus,Kobus leche
African swine fever virus,Lama glama
African swine fever virus,Lonchophylla robusta
African swine fever virus,Lophostoma silvicolum
African swine fever virus,Macaca fascicularis
African swine fever virus,Macaca mulatta
African swine fever virus,Macropus giganteus
African swine fever virus,Melogale moschata
African swine fever virus,Mephitis mephitis
African swine fever virus,Microtus agrestis
African swine fever virus,Microtus pennsylvanicus
African swine fever virus,Mus musculus
African swine fever virus,Myocastor coypus
African swine fever virus,Myodes glareolus
African swine fever virus,Myotis mystacinus
African swine fever virus,Myotis ricketti
African swine fever virus,Nanger granti
African swine fever virus,Neovison vison
African swine fever virus,Nyctereutes procyonoides
African swine fever virus,Odobenus rosmarus
African swine fever virus,Odocoileus virginianus
African swine fever virus,Oryctolagus cuniculus
African swine fever virus,Oryx gazella
African swine fever virus,Ourebia ourebi
African swine fever virus,Paguma larvata
African swine fever virus,Pan troglodytes
African swine fever virus,Pecari tajacu
African swine fever virus,Phacochoerus aethiopicus
African swine fever virus,Phacochoerus africanus
African swine fever virus,Pipistrellus pipistrellus
African swine fever virus,Pongo pygmaeus
African swine fever virus,Potamochoerus porcus
African swine fever virus,Procyon lotor
African swine fever virus,Redunca arundinum
African swine fever virus,Rhinolophus affinis
African swine fever virus,Rhinolophus cornutus
African swine fever virus,Rhinolophus hipposideros
African swine fever virus,Rhinolophus macrotis
African swine fever virus,Rhinolophus pusillus
African swine fever virus,Rhinolophus sinicus
African swine fever virus,Rousettus leschenaultii
African swine fever virus,Rusa timorensis
African swine fever virus,Rusa unicolor
African swine fever virus,Saiga tatarica
African swine fever virus,Sciurus carolinensis
African swine fever virus,Sciurus vulgaris
African swine fever virus,Scotophilus kuhlii
African swine fever virus,Semnopithecus entellus
African swine fever virus,Sus celebensis
African swine fever virus,Sus scrofa
African swine fever virus,Sylvilagus audubonii
African swine fever virus,Sylvilagus brasiliensis
African swine fever virus,Syncerus caffer
African swine fever virus,Taphozous melanopogon
African swine fever virus,Tragelaphus angasii
African swine fever virus,Tragelaphus oryx
African swine fever virus,Tragelaphus scriptus
African swine fever virus,Tragelaphus strepsiceros
African swine fever virus,Tragulus javanicus
African swine fever virus,Vampyrodes caraccioli
